n,depth,positions
7824,3,1189
7824,4,891
7824,5,273
7824,6,23
7824,7,2
7825,0,870
7825,1,2503
7825,2,2062
7825,3,1216
7825,4,861
7825,5,287
7825,6,26
7826,0,893
7826,1,2502
7826,2,2059
7826,3,1157
7826,4,904
7826,5,286
7826,6,25
7827,0,885
7827,1,2492
7827,2,2060
7827,3,1187
7827,4,886
7827,5,291
7827,6,25
7827,7,1
7828,0,844
7828,1,2562
7828,2,2038
7828,3,1213
7828,4,852
7828,5,297
7828,6,21
7828,7,1
7829,0,838
7829,1,2588
7829,2,2028
7829,3,1157
7829,4,900
7829,5,293
7829,6,25
7830,0,858
7830,1,2526
7830,2,2099
7830,3,1153
7830,4,879
7830,5,286
7830,6,29
7831,0,865
7831,1,2537
7831,2,2040
7831,3,1200
7831,4,874
7831,5,293
7831,6,21
7831,7,1
7832,0,866
7832,1,2531
7832,2,2032
7832,3,1180
7832,4,933
7832,5,260
7832,6,30
7833,0,873
7833,1,2526
7833,2,2048
7833,3,1190
7833,4,885
7833,5,286
7833,6,24
7833,7,1
7834,0,884
7834,1,2537
7834,2,2005
7834,3,1216
7834,4,878
7834,5,286
7834,6,28
7835,0,872
7835,1,2514
7835,2,2065
7835,3,1184
7835,4,876
7835,5,306
7835,6,16
7835,7,2
7836,0,847
7836,1,2532
7836,2,2101
7836,3,1171
7836,4,865
7836,5,299
7836,6,21
7837,0,882
7837,1,2508
7837,2,2066
7837,3,1184
7837,4,869
7837,5,303
7837,6,25
7838,0,898
7838,1,2461
7838,2,2118
7838,3,1165
7838,4,889
7838,5,280
7838,6,26
7838,7,1
7839,0,881
7839,1,2498
7839,2,2063
7839,3,1196
7839,4,903
7839,5,271
7839,6,27
7840,0,891
7840,1,2500
7840,2,2047
7840,3,1177
7840,4,918
7840,5,281
7840,6,25
7840,7,1
7841,0,871
7841,1,2561
7841,2,2043
7841,3,1137
7841,4,910
7841,5,294
7841,6,25
7842,0,841
7842,1,2581
7842,2,2025
7842,3,1203
7842,4,883
7842,5,285
7842,6,24
7843,0,901
7843,1,2492
7843,2,2003
7843,3,1249
7843,4,904
7843,5,267
7843,6,25
7843,7,2
7844,0,853
7844,1,2565
7844,2,2043
7844,3,1183
7844,4,898
7844,5,269
7844,6,33
7845,0,875
7845,1,2549
7845,2,2012
7845,3,1209
7845,4,901
7845,5,269
7845,6,30
7846,0,866
7846,1,2525
7846,2,2068
7846,3,1182
7846,4,900
7846,5,278
7846,6,26
7846,7,1
7847,0,851
7847,1,2578
7847,2,2041
7847,3,1145
7847,4,919
7847,5,287
7847,6,26
7848,0,868
7848,1,2540
7848,2,2046
7848,3,1201
7848,4,887
7848,5,280
7848,6,26
7849,0,886
7849,1,2482
7849,2,2094
7849,3,1182
7849,4,899
7849,5,276
7849,6,30
7850,0,865
7850,1,2500
7850,2,2128
7850,3,1177
7850,4,862
7850,5,294
7850,6,22
7850,7,2
7851,0,867
7851,1,2513
7851,2,2094
7851,3,1203
7851,4,849
7851,5,299
7851,6,26
7852,0,893
7852,1,2503
7852,2,2058
7852,3,1177
7852,4,898
7852,5,300
7852,6,22
7852,7,1
7853,0,873
7853,1,2533
7853,2,2069
7853,3,1188
7853,4,883
7853,5,285
7853,6,21
7853,7,1
7854,0,874
7854,1,2536
7854,2,2023
7854,3,1213
7854,4,890
7854,5,292
7854,6,26
7855,0,853
7855,1,2578
7855,2,2036
7855,3,1192
7855,4,893
7855,5,270
7855,6,33
7856,0,908
7856,1,2466
7856,2,2073
7856,3,1200
7856,4,905
7856,5,280
7856,6,23
7856,7,1
7857,0,865
7857,1,2517
7857,2,2101
7857,3,1175
7857,4,897
7857,5,274
7857,6,28
7858,0,882
7858,1,2540
7858,2,2035
7858,3,1180
7858,4,905
7858,5,288
7858,6,28
7859,0,853
7859,1,2599
7859,2,1997
7859,3,1200
7859,4,907
7859,5,280
7859,6,23
7860,0,857
7860,1,2553
7860,2,2064
7860,3,1197
7860,4,869
7860,5,293
7860,6,27
7861,0,879
7861,1,2499
7861,2,2082
7861,3,1200
7861,4,891
7861,5,282
7861,6,28
7862,0,897
7862,1,2478
7862,2,2099
7862,3,1185
7862,4,892
7862,5,288
7862,6,21
7862,7,2
7863,0,866
7863,1,2552
7863,2,2035
7863,3,1210
7863,4,897
7863,5,271
7863,6,31
7863,7,1
7864,0,895
7864,1,2499
7864,2,2091
7864,3,1170
7864,4,901
7864,5,285
7864,6,23
7865,0,883
7865,1,2525
7865,2,2029
7865,3,1218
7865,4,907
7865,5,275
7865,6,27
7865,7,1
7866,0,886
7866,1,2533
7866,2,2043
7866,3,1176
7866,4,924
7866,5,274
7866,6,30
7867,0,852
7867,1,2570
7867,2,2066
7867,3,1166
7867,4,906
7867,5,283
7867,6,24
7868,0,879
7868,1,2503
7868,2,2110
7868,3,1195
7868,4,863
7868,5,293
7868,6,24
7868,7,1
7869,0,893
7869,1,2497
7869,2,2098
7869,3,1148
7869,4,920
7869,5,288
7869,6,25
7870,0,884
7870,1,2547
7870,2,2026
7870,3,1186
7870,4,910
7870,5,288
7870,6,29
7871,0,878
7871,1,2534
7871,2,2067
7871,3,1210
7871,4,863
7871,5,291
7871,6,28
7872,0,854
7872,1,2553
7872,2,2062
7872,3,1219
7872,4,867
7872,5,290
7872,6,27
7873,0,895
7873,1,2485
7873,2,2119
7873,3,1162
7873,4,891
7873,5,293
7873,6,28
7874,0,878
7874,1,2516
7874,2,2091
7874,3,1177
7874,4,912
7874,5,271
7874,6,29
7875,0,908
7875,1,2494
7875,2,2037
7875,3,1232
7875,4,904
7875,5,274
7875,6,25
7875,7,1
7876,0,834
7876,1,2598
7876,2,2077
7876,3,1147
7876,4,915
7876,5,275
7876,6,30
7877,0,882
7877,1,2564
7877,2,2019
7877,3,1179
7877,4,923
7877,5,285
7877,6,25
7878,0,889
7878,1,2474
7878,2,2095
7878,3,1251
7878,4,841
7878,5,302
7878,6,25
7878,7,1
7879,0,899
7879,1,2492
7879,2,2093
7879,3,1191
7879,4,899
7879,5,282
7879,6,21
7879,7,2
7880,0,904
7880,1,2529
7880,2,2009
7880,3,1199
7880,4,926
7880,5,289
7880,6,24
7881,0,873
7881,1,2539
7881,2,2068
7881,3,1182
7881,4,926
7881,5,264
7881,6,29
7882,0,924
7882,1,2460
7882,2,2091
7882,3,1190
7882,4,906
7882,5,283
7882,6,28
7883,0,847
7883,1,2584
7883,2,2062
7883,3,1190
7883,4,884
7883,5,291
7883,6,25
7884,0,863
7884,1,2564
7884,2,2043
7884,3,1203
7884,4,897
7884,5,286
7884,6,27
7884,7,1
7885,0,867
7885,1,2552
7885,2,2068
7885,3,1188
7885,4,898
7885,5,285
7885,6,26
7885,7,1
7886,0,881
7886,1,2511
7886,2,2073
7886,3,1244
7886,4,870
7886,5,277
7886,6,30
7887,0,868
7887,1,2581
7887,2,2042
7887,3,1180
7887,4,900
7887,5,289
7887,6,27
7888,0,877
7888,1,2479
7888,2,2154
7888,3,1196
7888,4,866
7888,5,289
7888,6,26
7888,7,1
7889,0,876
7889,1,2559
7889,2,2042
7889,3,1193
7889,4,906
7889,5,291
7889,6,22
7890,0,866
7890,1,2590
7890,2,2034
7890,3,1162
7890,4,904
7890,5,314
7890,6,19
7890,7,1
7891,0,881
7891,1,2487
7891,2,2131
7891,3,1219
7891,4,853
7891,5,295
7891,6,24
7891,7,1
7892,0,873
7892,1,2549
7892,2,2060
7892,3,1202
7892,4,891
7892,5,293
7892,6,23
7892,7,1
7893,0,914
7893,1,2462
7893,2,2093
7893,3,1219
7893,4,913
7893,5,260
7893,6,31
7893,7,1
7894,0,894
7894,1,2510
7894,2,2112
7894,3,1173
7894,4,880
7894,5,297
7894,6,28
7895,0,918
7895,1,2444
7895,2,2126
7895,3,1205
7895,4,893
7895,5,278
7895,6,31
7896,0,879
7896,1,2526
7896,2,2092
7896,3,1195
7896,4,889
7896,5,289
7896,6,26
7897,0,843
7897,1,2595
7897,2,2070
7897,3,1175
7897,4,894
7897,5,294
7897,6,26
7898,0,854
7898,1,2586
7898,2,2067
7898,3,1165
7898,4,910
7898,5,290
7898,6,25
7898,7,1
7899,0,895
7899,1,2522
7899,2,2080
7899,3,1194
7899,4,885
7899,5,296
7899,6,27
7900,0,881
7900,1,2536
7900,2,2039
7900,3,1256
7900,4,882
7900,5,279
7900,6,26
7900,7,1
7901,0,895
7901,1,2514
7901,2,2087
7901,3,1189
7901,4,901
7901,5,287
7901,6,28
7902,0,867
7902,1,2576
7902,2,2050
7902,3,1176
7902,4,918
7902,5,288
7902,6,27
7903,0,882
7903,1,2510
7903,2,2134
7903,3,1169
7903,4,897
7903,5,281
7903,6,30
7904,0,878
7904,1,2516
7904,2,2127
7904,3,1184
7904,4,870
7904,5,305
7904,6,23
7904,7,1
7905,0,884
7905,1,2525
7905,2,2116
7905,3,1156
7905,4,912
7905,5,281
7905,6,31
7906,0,880
7906,1,2520
7906,2,2085
7906,3,1235
7906,4,872
7906,5,286
7906,6,27
7906,7,1
7907,0,876
7907,1,2597
7907,2,2010
7907,3,1185
7907,4,917
7907,5,298
7907,6,24
7908,0,867
7908,1,2574
7908,2,2066
7908,3,1180
7908,4,914
7908,5,283
7908,6,23
7908,7,1
7909,0,835
7909,1,2615
7909,2,2052
7909,3,1208
7909,4,875
7909,5,299
7909,6,25
7910,0,881
7910,1,2547
7910,2,2080
7910,3,1183
7910,4,906
7910,5,290
7910,6,22
7910,7,1
7911,0,886
7911,1,2521
7911,2,2096
7911,3,1183
7911,4,902
7911,5,299
7911,6,24
7912,0,887
7912,1,2566
7912,2,2029
7912,3,1214
7912,4,897
7912,5,294
7912,6,25
7913,0,856
7913,1,2547
7913,2,2104
7913,3,1216
7913,4,883
7913,5,282
7913,6,24
7913,7,1
7914,0,880
7914,1,2575
7914,2,2020
7914,3,1220
7914,4,906
7914,5,286
7914,6,26
7914,7,1
7915,0,877
7915,1,2540
7915,2,2081
7915,3,1224
7915,4,872
7915,5,297
7915,6,24
7916,0,890
7916,1,2516
7916,2,2125
7916,3,1168
7916,4,907
7916,5,279
7916,6,30
7916,7,1
7917,0,867
7917,1,2552
7917,2,2110
7917,3,1162
7917,4,893
7917,5,312
7917,6,20
7917,7,1
7918,0,907
7918,1,2500
7918,2,2092
7918,3,1207
7918,4,905
7918,5,282
7918,6,24
7918,7,1
7919,0,887
7919,1,2522
7919,2,2105
7919,3,1204
7919,4,873
7919,5,305
7919,6,23
7920,0,885
7920,1,2494
7920,2,2146
7920,3,1202
7920,4,884
7920,5,278
7920,6,30
7920,7,1
7921,0,879
7921,1,2547
7921,2,2084
7921,3,1204
7921,4,885
7921,5,294
7921,6,28
7922,0,912
7922,1,2530
7922,2,2045
7922,3,1192
7922,4,940
7922,5,277
7922,6,25
7922,7,1
7923,0,899
7923,1,2491
7923,2,2106
7923,3,1230
7923,4,875
7923,5,301
7923,6,20
7923,7,1
7924,0,872
7924,1,2524
7924,2,2139
7924,3,1216
7924,4,854
7924,5,288
7924,6,30
7924,7,1
7925,0,896
7925,1,2508
7925,2,2125
7925,3,1173
7925,4,892
7925,5,312
7925,6,18
7925,7,1
7926,0,883
7926,1,2541
7926,2,2103
7926,3,1176
7926,4,901
7926,5,298
7926,6,24
7927,0,861
7927,1,2598
7927,2,2066
7927,3,1156
7927,4,931
7927,5,285
7927,6,30
7928,0,890
7928,1,2543
7928,2,2071
7928,3,1214
7928,4,894
7928,5,294
7928,6,21
7928,7,1
7929,0,874
7929,1,2569
7929,2,2052
7929,3,1213
7929,4,899
7929,5,300
7929,6,21
7929,7,1
7930,0,881
7930,1,2557
7930,2,2065
7930,3,1227
7930,4,883
7930,5,292
7930,6,24
7930,7,1
7931,0,915
7931,1,2488
7931,2,2107
7931,3,1200
7931,4,917
7931,5,277
7931,6,26
7931,7,1
7932,0,879
7932,1,2559
7932,2,2081
7932,3,1203
7932,4,881
7932,5,303
7932,6,26
7933,0,886
7933,1,2552
7933,2,2061
7933,3,1199
7933,4,931
7933,5,271
7933,6,33
7934,0,877
7934,1,2556
7934,2,2110
7934,3,1161
7934,4,915
7934,5,285
7934,6,30
7935,0,876
7935,1,2580
7935,2,2062
7935,3,1191
7935,4,912
7935,5,289
7935,6,24
7935,7,1
7936,0,879
7936,1,2545
7936,2,2096
7936,3,1194
7936,4,911
7936,5,284
7936,6,27
7937,0,890
7937,1,2541
7937,2,2090
7937,3,1213
7937,4,888
7937,5,282
7937,6,33
7938,0,880
7938,1,2566
7938,2,2041
7938,3,1216
7938,4,920
7938,5,292
7938,6,23
7939,0,856
7939,1,2580
7939,2,2098
7939,3,1189
7939,4,897
7939,5,295
7939,6,24
7940,0,870
7940,1,2590
7940,2,2051
7940,3,1223
7940,4,878
7940,5,306
7940,6,21
7940,7,1
7941,0,934
7941,1,2471
7941,2,2109
7941,3,1193
7941,4,949
7941,5,252
7941,6,33
7942,0,884
7942,1,2560
7942,2,2073
7942,3,1202
7942,4,899
7942,5,296
7942,6,28
7943,0,867
7943,1,2560
7943,2,2115
7943,3,1173
7943,4,907
7943,5,298
7943,6,22
7943,7,1
7944,0,877
7944,1,2570
7944,2,2112
7944,3,1156
7944,4,905
7944,5,298
7944,6,26
7945,0,875
7945,1,2537
7945,2,2116
7945,3,1205
7945,4,910
7945,5,273
7945,6,28
7945,7,1
7946,0,870
7946,1,2587
7946,2,2054
7946,3,1214
7946,4,916
7946,5,273
7946,6,32
7947,0,885
7947,1,2587
7947,2,2045
7947,3,1171
7947,4,938
7947,5,293
7947,6,28
7948,0,907
7948,1,2504
7948,2,2121
7948,3,1216
7948,4,878
7948,5,294
7948,6,28
7949,0,890
7949,1,2542
7949,2,2063
7949,3,1257
7949,4,882
7949,5,292
7949,6,22
7949,7,1
7950,0,907
7950,1,2503
7950,2,2133
7950,3,1179
7950,4,901
7950,5,305
7950,6,21
7950,7,1
7951,0,872
7951,1,2562
7951,2,2080
7951,3,1214
7951,4,920
7951,5,278
7951,6,24
7951,7,1
7952,0,895
7952,1,2545
7952,2,2080
7952,3,1207
7952,4,906
7952,5,291
7952,6,28
7953,0,884
7953,1,2556
7953,2,2113
7953,3,1175
7953,4,898
7953,5,300
7953,6,27
7954,0,879
7954,1,2526
7954,2,2148
7954,3,1205
7954,4,879
7954,5,291
7954,6,26
7955,0,894
7955,1,2541
7955,2,2077
7955,3,1227
7955,4,903
7955,5,280
7955,6,33
7956,0,881
7956,1,2581
7956,2,2069
7956,3,1180
7956,4,933
7956,5,283
7956,6,29
7957,0,861
7957,1,2590
7957,2,2135
7957,3,1152
7957,4,880
7957,5,312
7957,6,27
7958,0,863
7958,1,2563
7958,2,2095
7958,3,1241
7958,4,888
7958,5,281
7958,6,26
7958,7,1
7959,0,906
7959,1,2514
7959,2,2114
7959,3,1213
7959,4,893
7959,5,294
7959,6,25
7960,0,897
7960,1,2552
7960,2,2094
7960,3,1159
7960,4,939
7960,5,293
7960,6,25
7960,7,1
7961,0,906
7961,1,2510
7961,2,2104
7961,3,1258
7961,4,865
7961,5,294
7961,6,24
7962,0,877
7962,1,2562
7962,2,2082
7962,3,1208
7962,4,918
7962,5,284
7962,6,30
7962,7,1
7963,0,888
7963,1,2573
7963,2,2080
7963,3,1189
7963,4,910
7963,5,300
7963,6,22
7963,7,1
7964,0,914
7964,1,2502
7964,2,2115
7964,3,1203
7964,4,920
7964,5,286
7964,6,23
7964,7,1
7965,0,886
7965,1,2549
7965,2,2093
7965,3,1238
7965,4,877
7965,5,295
7965,6,26
7965,7,1
7966,0,905
7966,1,2526
7966,2,2089
7966,3,1236
7966,4,883
7966,5,299
7966,6,28
7967,0,882
7967,1,2550
7967,2,2112
7967,3,1214
7967,4,896
7967,5,289
7967,6,23
7967,7,1
7968,0,879
7968,1,2594
7968,2,2050
7968,3,1223
7968,4,905
7968,5,292
7968,6,24
7968,7,1
7969,0,840
7969,1,2627
7969,2,2091
7969,3,1180
7969,4,913
7969,5,293
7969,6,24
7969,7,1
7970,0,937
7970,1,2495
7970,2,2083
7970,3,1226
7970,4,903
7970,5,300
7970,6,26
7971,0,898
7971,1,2500
7971,2,2141
7971,3,1258
7971,4,843
7971,5,305
7971,6,26
7972,0,875
7972,1,2545
7972,2,2147
7972,3,1187
7972,4,895
7972,5,297
7972,6,25
7972,7,1
7973,0,899
7973,1,2581
7973,2,2065
7973,3,1179
7973,4,930
7973,5,293
7973,6,26
7974,0,875
7974,1,2596
7974,2,2047
7974,3,1220
7974,4,938
7974,5,269
7974,6,28
7974,7,1
7975,0,892
7975,1,2549
7975,2,2121
7975,3,1182
7975,4,918
7975,5,282
7975,6,31
7976,0,873
7976,1,2563
7976,2,2115
7976,3,1206
7976,4,891
7976,5,304
7976,6,23
7976,7,1
7977,0,895
7977,1,2540
7977,2,2120
7977,3,1204
7977,4,889
7977,5,302
7977,6,27
7978,0,883
7978,1,2572
7978,2,2106
7978,3,1185
7978,4,922
7978,5,283
7978,6,26
7978,7,1
7979,0,896
7979,1,2559
7979,2,2065
7979,3,1247
7979,4,894
7979,5,294
7979,6,23
7979,7,1
7980,0,866
7980,1,2573
7980,2,2108
7980,3,1219
7980,4,900
7980,5,285
7980,6,29
7981,0,874
7981,1,2593
7981,2,2095
7981,3,1193
7981,4,901
7981,5,297
7981,6,28
7982,0,893
7982,1,2558
7982,2,2082
7982,3,1206
7982,4,933
7982,5,282
7982,6,28
7983,0,912
7983,1,2527
7983,2,2089
7983,3,1234
7983,4,924
7983,5,263
7983,6,33
7983,7,1
7984,0,890
7984,1,2550
7984,2,2151
7984,3,1147
7984,4,925
7984,5,292
7984,6,29
7985,0,908
7985,1,2522
7985,2,2125
7985,3,1212
7985,4,894
7985,5,303
7985,6,20
7985,7,1
7986,0,907
7986,1,2556
7986,2,2074
7986,3,1203
7986,4,941
7986,5,275
7986,6,30
7987,0,916
7987,1,2542
7987,2,2072
7987,3,1215
7987,4,933
7987,5,277
7987,6,32
7988,0,875
7988,1,2600
7988,2,2084
7988,3,1185
7988,4,913
7988,5,308
7988,6,23
7989,0,916
7989,1,2496
7989,2,2137
7989,3,1233
7989,4,891
7989,5,292
7989,6,23
7989,7,1
7990,0,865
7990,1,2629
7990,2,2064
7990,3,1173
7990,4,945
7990,5,284
7990,6,30
7991,0,896
7991,1,2555
7991,2,2104
7991,3,1231
7991,4,877
7991,5,303
7991,6,25
7992,0,929
7992,1,2494
7992,2,2111
7992,3,1234
7992,4,903
7992,5,294
7992,6,26
7992,7,1
7993,0,872
7993,1,2593
7993,2,2108
7993,3,1178
7993,4,929
7993,5,288
7993,6,24
7993,7,1
7994,0,900
7994,1,2540
7994,2,2117
7994,3,1201
7994,4,920
7994,5,292
7994,6,24
7995,0,910
7995,1,2542
7995,2,2093
7995,3,1238
7995,4,892
7995,5,294
7995,6,25
7995,7,1
7996,0,860
7996,1,2600
7996,2,2094
7996,3,1222
7996,4,906
7996,5,283
7996,6,30
7996,7,1
7997,0,910
7997,1,2534
7997,2,2123
7997,3,1197
7997,4,911
7997,5,294
7997,6,28
7998,0,875
7998,1,2593
7998,2,2089
7998,3,1214
7998,4,910
7998,5,286
7998,6,31
7999,0,897
7999,1,2553
7999,2,2119
7999,3,1213
7999,4,893
7999,5,295
7999,6,29
8000,0,874
8000,1,2594
8000,2,2078
8000,3,1220
8000,4,932
8000,5,277
8000,6,25
8001,0,879
8001,1,2607
8001,2,2045
8001,3,1249
8001,4,891
8001,5,308
8001,6,21
8001,7,1
8002,0,895
8002,1,2543
8002,2,2145
8002,3,1191
8002,4,920
8002,5,277
8002,6,31
8003,0,881
8003,1,2560
8003,2,2138
8003,3,1204
8003,4,910
8003,5,275
8003,6,35
8004,0,911
8004,1,2528
8004,2,2102
8004,3,1255
8004,4,881
8004,5,305
8004,6,21
8004,7,1
8005,0,888
8005,1,2554
8005,2,2156
8005,3,1169
8005,4,913
8005,5,296
8005,6,29
8006,0,908
8006,1,2529
8006,2,2134
8006,3,1223
8006,4,900
8006,5,283
8006,6,28
8006,7,1
8007,0,884
8007,1,2567
8007,2,2146
8007,3,1150
8007,4,923
8007,5,307
8007,6,30
8008,0,911
8008,1,2513
8008,2,2164
8008,3,1205
8008,4,898
8008,5,288
8008,6,28
8008,7,1
8009,0,890
8009,1,2588
8009,2,2057
8009,3,1244
8009,4,923
8009,5,280
8009,6,26
8009,7,1
8010,0,848
8010,1,2660
8010,2,2055
8010,3,1224
8010,4,903
8010,5,292
8010,6,28
8011,0,890
8011,1,2562
8011,2,2127
8011,3,1211
8011,4,890
8011,5,306
8011,6,24
8011,7,1
8012,0,920
8012,1,2524
8012,2,2129
8012,3,1200
8012,4,917
8012,5,298
8012,6,24
8013,0,891
8013,1,2554
8013,2,2136
8013,3,1183
8013,4,936
8013,5,284
8013,6,29
8014,0,864
8014,1,2624
8014,2,2113
8014,3,1183
8014,4,890
8014,5,315
8014,6,25
8015,0,885
8015,1,2556
8015,2,2115
8015,3,1272
8015,4,863
8015,5,298
8015,6,26
8016,0,904
8016,1,2555
8016,2,2102
8016,3,1229
8016,4,906
8016,5,295
8016,6,24
8016,7,1
8017,0,936
8017,1,2521
8017,2,2084
8017,3,1247
8017,4,908
8017,5,297
8017,6,22
8017,7,2
8018,0,900
8018,1,2557
8018,2,2101
8018,3,1218
8018,4,938
8018,5,277
8018,6,26
8018,7,1
8019,0,862
8019,1,2618
8019,2,2105
8019,3,1192
8019,4,926
8019,5,286
8019,6,30
8020,0,898
8020,1,2580
8020,2,2071
8020,3,1239
8020,4,914
8020,5,289
8020,6,29
8021,0,895
8021,1,2558
8021,2,2146
8021,3,1190
8021,4,900
8021,5,308
8021,6,22
8021,7,2
8022,0,876
8022,1,2641
8022,2,2040
8022,3,1224
8022,4,922
8022,5,290
8022,6,29
8023,0,904
8023,1,2555
8023,2,2107
8023,3,1236
8023,4,895
8023,5,300
8023,6,26
8024,0,900
8024,1,2549
8024,2,2121
8024,3,1253
8024,4,881
8024,5,290
8024,6,30
8025,0,919
8025,1,2547
8025,2,2081
8025,3,1232
8025,4,937
8025,5,276
8025,6,33
8026,0,876
8026,1,2590
8026,2,2125
8026,3,1195
8026,4,921
8026,5,291
8026,6,28
8027,0,877
8027,1,2595
8027,2,2108
8027,3,1230
8027,4,905
8027,5,284
8027,6,27
8027,7,1
8028,0,904
8028,1,2546
8028,2,2149
8028,3,1185
8028,4,918
8028,5,303
8028,6,23
8029,0,868
8029,1,2611
8029,2,2126
8029,3,1200
8029,4,891
8029,5,304
8029,6,29
8030,0,904
8030,1,2550
8030,2,2117
8030,3,1238
8030,4,906
8030,5,284
8030,6,31
8031,0,899
8031,1,2546
8031,2,2142
8031,3,1211
8031,4,929
8031,5,276
8031,6,27
8031,7,1
8032,0,895
8032,1,2597
8032,2,2084
8032,3,1199
8032,4,930
8032,5,301
8032,6,26
8033,0,873
8033,1,2627
8033,2,2055
8033,3,1237
8033,4,931
8033,5,287
8033,6,21
8033,7,2
8034,0,901
8034,1,2580
8034,2,2122
8034,3,1190
8034,4,912
8034,5,299
8034,6,30
8035,0,854
8035,1,2613
8035,2,2177
8035,3,1155
8035,4,901
8035,5,311
8035,6,24
8036,0,885
8036,1,2580
8036,2,2130
8036,3,1203
8036,4,925
8036,5,290
8036,6,22
8036,7,1
8037,0,883
8037,1,2602
8037,2,2105
8037,3,1196
8037,4,928
8037,5,295
8037,6,27
8037,7,1
8038,0,851
8038,1,2640
8038,2,2133
8038,3,1171
8038,4,921
8038,5,293
8038,6,29
8039,0,901
8039,1,2568
8039,2,2142
8039,3,1184
8039,4,916
8039,5,302
8039,6,26
8040,0,898
8040,1,2583
8040,2,2112
8040,3,1191
8040,4,929
8040,5,305
8040,6,21
8040,7,1
8041,0,908
8041,1,2549
8041,2,2123
8041,3,1237
8041,4,902
8041,5,298
8041,6,22
8041,7,2
8042,0,897
8042,1,2584
8042,2,2109
8042,3,1223
8042,4,906
8042,5,298
8042,6,25
8043,0,896
8043,1,2556
8043,2,2151
8043,3,1197
8043,4,907
8043,5,308
8043,6,27
8043,7,1
8044,0,891
8044,1,2589
8044,2,2121
8044,3,1198
8044,4,928
8044,5,288
8044,6,29
8045,0,858
8045,1,2661
8045,2,2065
8045,3,1215
8045,4,925
8045,5,292
8045,6,29
8046,0,897
8046,1,2577
8046,2,2122
8046,3,1227
8046,4,899
8046,5,301
8046,6,22
8046,7,1
8047,0,863
8047,1,2637
8047,2,2129
8047,3,1156
8047,4,938
8047,5,294
8047,6,29
8047,7,1
8048,0,891
8048,1,2593
8048,2,2108
8048,3,1223
8048,4,925
8048,5,282
8048,6,26
8049,0,899
8049,1,2594
8049,2,2077
8049,3,1226
8049,4,934
8049,5,290
8049,6,29
8050,0,894
8050,1,2583
8050,2,2125
8050,3,1219
8050,4,896
8050,5,308
8050,6,25
8051,0,904
8051,1,2576
8051,2,2104
8051,3,1218
8051,4,933
8051,5,292
8051,6,23
8051,7,1
8052,0,886
8052,1,2613
8052,2,2101
8052,3,1211
8052,4,922
8052,5,287
8052,6,31
8052,7,1
8053,0,875
8053,1,2599
8053,2,2126
8053,3,1241
8053,4,884
8053,5,302
8053,6,25
8053,7,1
8054,0,892
8054,1,2607
8054,2,2087
8054,3,1216
8054,4,925
8054,5,307
8054,6,19
8054,7,1
8055,0,933
8055,1,2536
8055,2,2115
8055,3,1227
8055,4,927
8055,5,287
8055,6,29
8055,7,1
8056,0,895
8056,1,2566
8056,2,2151
8056,3,1206
8056,4,918
8056,5,292
8056,6,28
8057,0,878
8057,1,2604
8057,2,2142
8057,3,1204
8057,4,903
8057,5,297
8057,6,29
8058,0,911
8058,1,2550
8058,2,2164
8058,3,1179
8058,4,924
8058,5,304
8058,6,26
8059,0,874
8059,1,2598
8059,2,2145
8059,3,1209
8059,4,917
8059,5,285
8059,6,31
8060,0,917
8060,1,2566
8060,2,2097
8060,3,1223
8060,4,951
8060,5,277
8060,6,28
8060,7,1
8061,0,886
8061,1,2620
8061,2,2076
8061,3,1239
8061,4,923
8061,5,289
8061,6,27
8061,7,1
8062,0,902
8062,1,2564
8062,2,2133
8062,3,1242
8062,4,901
8062,5,292
8062,6,28
8063,0,924
8063,1,2535
8063,2,2126
8063,3,1257
8063,4,887
8063,5,311
8063,6,22
8063,7,1
8064,0,933
8064,1,2520
8064,2,2153
8064,3,1224
8064,4,910
8064,5,301
8064,6,21
8064,7,2
8065,0,859
8065,1,2634
8065,2,2141
8065,3,1182
8065,4,926
8065,5,295
8065,6,27
8065,7,1
8066,0,910
8066,1,2540
8066,2,2159
8066,3,1236
8066,4,901
8066,5,291
8066,6,29
8067,0,893
8067,1,2637
8067,2,2057
8067,3,1229
8067,4,915
8067,5,310
8067,6,26
8068,0,877
8068,1,2635
8068,2,2081
8068,3,1234
8068,4,925
8068,5,290
8068,6,26
8069,0,873
8069,1,2637
8069,2,2105
8069,3,1196
8069,4,931
8069,5,308
8069,6,18
8069,7,1
8070,0,895
8070,1,2580
8070,2,2135
8070,3,1221
8070,4,930
8070,5,278
8070,6,30
8070,7,1
8071,0,890
8071,1,2572
8071,2,2176
8071,3,1197
8071,4,908
8071,5,297
8071,6,31
8072,0,895
8072,1,2610
8072,2,2140
8072,3,1161
8072,4,927
8072,5,313
8072,6,26
8073,0,874
8073,1,2634
8073,2,2071
8073,3,1261
8073,4,924
8073,5,280
8073,6,29
8074,0,907
8074,1,2607
8074,2,2063
8074,3,1259
8074,4,905
8074,5,309
8074,6,24
8075,0,861
8075,1,2604
8075,2,2151
8075,3,1247
8075,4,901
8075,5,282
8075,6,27
8075,7,2
8076,0,940
8076,1,2545
8076,2,2127
8076,3,1211
8076,4,936
8076,5,284
8076,6,33
8077,0,862
8077,1,2643
8077,2,2132
8077,3,1198
8077,4,916
8077,5,304
8077,6,22
8078,0,908
8078,1,2560
8078,2,2151
8078,3,1228
8078,4,901
